name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Datsun GO T Petrol,2015,310000.0,32686.0,2,1,0,4
Renault Pulse RxZ,2017,490000.0,22000.0,3,1,0,4
Hyundai Grand i10 Magna,2017,480000.0,53261.0,2,1,0,4
Land Rover Discovery Sport SD4 HSE Luxury,2016,3500000.0,53000.0,3,1,1,4
Maruti Baleno Alpha 1.3,2017,835000.0,14000.0,3,1,0,4
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,650000.0,44000.0,2,1,0,4
Toyota Etios VD,2014,670000.0,39895.0,3,1,0,4
Chevrolet Cruze LTZ AT,2017,950000.0,73000.0,3,1,1,4
Honda City i-VTEC SV,2014,690000.0,17000.0,2,1,0,4
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,670000.0,18591.0,2,1,0,4
Tata Nexon 1.5 Revotorq XZ,2017,925000.0,26766.0,3,1,0,4
Hyundai EON Magna Plus,2015,250000.0,30000.0,2,0,0,4
Tata Sumo Gold EX,2016,509999.0,42000.0,3,0,0,4
Honda City i DTEC VX,2014,520000.0,110000.0,3,0,0,4
Tata Indigo LX,2009,130000.0,110000.0,3,0,0,2
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000.0,70000.0,2,0,0,4
Honda City S,2012,320000.0,50000.0,2,0,0,3
Maruti Swift Dzire VDI,2015,480000.0,50000.0,3,0,0,4
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2490000.0,46000.0,3,0,1,4
Toyota Innova 2.5 VX 8 STR,2012,790000.0,82000.0,3,0,0,4
Maruti Omni MPI STD BSIV,2016,120000.0,120000.0,2,0,0,4
Maruti Alto LXi,2006,75000.0,80000.0,2,0,0,2
Tata Indica GLS BS IV,2010,99000.0,70000.0,2,0,0,4
Toyota Innova Crysta 2.5 VX BS IV,2011,520000.0,120000.0,3,0,0,4
Maruti Swift Dzire VDI,2016,525000.0,60000.0,3,0,0,4
Hyundai i20 Asta 1.2,2016,500000.0,40000.0,2,0,0,4
Mahindra Scorpio S2 7 Seater,2016,675000.0,161327.0,3,0,0,4
Hyundai i10 Magna 1.2 iTech SE,2009,150000.0,60000.0,2,0,0,2
Mahindra Bolero DI,2007,250000.0,50000.0,3,0,0,4
Hyundai Santro Xing XS,2009,150000.0,68000.0,2,0,0,3
Chevrolet Beat Diesel LS,2012,200000.0,85000.0,3,0,0,4
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,525000.0,70000.0,3,0,1,4
Maruti Swift Vdi BSIII,2010,180000.0,100000.0,3,0,0,3
Honda Amaze S i-Dtech,2015,475000.0,110000.0,3,0,0,4
Maruti Alto 800 LXI,2015,285000.0,46000.0,2,0,0,3
Maruti Alto LXi BSIII,2008,91200.0,60000.0,2,0,0,3
Datsun RediGO T Option,2017,250000.0,46000.0,2,0,0,4
Hyundai Grand i10 CRDi Sportz,2015,400000.0,42000.0,3,0,0,4
Hyundai Santro Xing XG AT,2006,160000.0,90000.0,2,0,1,3
Skoda Yeti Ambition 4X2,2012,650000.0,85000.0,3,0,0,3
Hyundai Verna 1.6 SX,2012,409999.0,120000.0,3,0,0,2
Ford Ecosport 1.5 DV5 MT Titanium,2013,425000.0,72000.0,3,0,0,4
Maruti Wagon R LXI CNG,2013,250000.0,71000.0,1,0,0,3
Maruti Swift Dzire VXi,2009,200000.0,110000.0,2,0,0,1
Maruti Wagon R LXI CNG,2013,250000.0,60000.0,1,0,0,3
Volkswagen Polo Diesel Trendline 1.2L,2010,130000.0,144000.0,3,0,0,1
Maruti Eeco 5 Seater AC BSIV,2017,260000.0,30000.0,2,1,0,4
Hyundai Verna SX,2007,155000.0,65000.0,2,1,0,4
Honda Jazz 1.5 VX i DTEC,2015,450000.0,38000.0,3,0,0,4
Maruti SX4 Celebration Petrol,2012,220000.0,90000.0,2,0,0,3
Maruti Ciaz ZXi,2016,625000.0,30000.0,2,1,0,4
Hyundai i20 Active SX Petrol,2016,550000.0,23000.0,2,1,0,4
Hyundai i10 Magna,2012,240000.0,40000.0,2,1,0,4
Nissan Terrano XL 85 PS,2014,600000.0,27000.0,3,1,0,4
Tata New Safari DICOR 2.2 EX 4x2,2012,350000.0,65000.0,3,1,0,4
Hyundai EON Magna Plus,2015,245000.0,32000.0,2,1,0,4
Mahindra Bolero B6,2016,600000.0,56000.0,3,1,0,4
BMW X1 sDrive 20d xLine,2017,2400000.0,30000.0,3,0,1,4
Mahindra Scorpio SLE BS IV,2014,620000.0,80000.0,3,1,0,4
Maruti Swift Dzire 1.2 Vxi BSIV,2014,395000.0,52000.0,2,1,0,3
Maruti Ertiga ZXI,2014,635000.0,13250.0,2,1,0,4
Maruti Alto LX,2011,180000.0,36000.0,2,1,0,4
Maruti Swift ZDI Plus,2015,484999.0,73000.0,3,1,0,3
Maruti Wagon R VXI BSIII,2006,150000.0,60000.0,2,0,0,3
Chevrolet Tavera Neo 2 LT L 9 Str,2012,400000.0,110000.0,3,0,0,4
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000.0,70000.0,3,0,0,3
Renault Duster 85PS Diesel RxL Plus,2013,302000.0,60000.0,3,0,0,3
Maruti Swift Dzire Vdi BSIV,2011,215000.0,90000.0,3,0,0,1
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,1000000.0,101000.0,3,0,0,3
Maruti Swift 1.3 VXi,2006,200000.0,45000.0,2,0,0,4
Mahindra Scorpio S2 7 Seater,2017,750000.0,120000.0,3,0,0,4
Maruti Wagon R LXI Minor,2007,80000.0,120000.0,2,0,0,3
Hyundai EON D Lite Plus,2013,229999.0,13500.0,2,0,0,4
Renault KWID 1.0 RXT Optional,2017,350000.0,10000.0,2,0,0,4
Hyundai Grand i10 Magna,2015,325000.0,25000.0,2,0,0,2
Maruti SX4 Celebration Diesel,2012,250000.0,120000.0,3,0,0,4
Volkswagen Polo Diesel Comfortline 1.2L,2012,225000.0,120000.0,3,0,0,4
Maruti Alto LXi,2009,150000.0,90246.0,2,0,0,2
Maruti Alto LX BSIII,2008,110000.0,90000.0,2,0,0,3
Maruti Alto LXi BSIII,2010,150000.0,40000.0,2,0,0,3
Renault Duster 85PS Diesel RxL,2017,610000.0,32000.0,3,0,0,3
Tata Manza Club Class Quadrajet90 VX,2013,170000.0,60400.0,3,0,0,4
Hyundai Verna CRDi,2008,150000.0,70950.0,3,0,0,3
Hyundai i20 Asta 1.4 CRDi,2013,300000.0,90000.0,3,0,0,4
Hyundai Xcent 1.1 CRDi Base,2015,375000.0,72000.0,3,0,0,4
Maruti Swift VDI,2013,390000.0,90000.0,3,0,0,4
Hyundai i20 Active 1.2 S,2017,600000.0,10000.0,2,0,0,4
Maruti Alto 800 LXI,2014,204999.0,25000.0,2,0,0,3
Hyundai Verna CRDi,2009,270000.0,80000.0,3,0,0,3
Hyundai Grand i10 Sportz,2017,375000.0,10000.0,2,0,0,4
Maruti Swift VXI Deca,2017,455000.0,40000.0,2,0,0,4
Hyundai i10 Sportz 1.1L,2017,375000.0,10000.0,2,0,0,4
Hyundai Grand i10 Asta,2014,341000.0,31491.0,2,0,0,4
Maruti Swift Dzire VDI,2014,200000.0,107143.0,3,0,0,3
Maruti Ignis 1.2 AMT Delta BSIV,2017,450000.0,15000.0,2,0,1,4
Hyundai Santro Xing GL Plus,2012,170000.0,50000.0,2,0,0,3
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1900000.0,100000.0,3,0,0,4
Mahindra Bolero Power Plus LX,2016,500000.0,60000.0,3,0,0,4
Maruti Vitara Brezza ZDi Plus,2016,819999.0,85000.0,3,0,0,4
Maruti Swift 1.2 DLX,2014,351000.0,40000.0,2,0,0,3
Hyundai i10 Magna 1.2 iTech SE,2011,195000.0,80000.0,2,0,0,3
Maruti Swift Dzire VDi,2008,250000.0,82000.0,3,0,0,3
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000.0,70000.0,2,0,0,3
Maruti A-Star Vxi,2009,180000.0,70000.0,2,0,0,2
Mahindra KUV 100 mFALCON D75 K6,2016,430000.0,20000.0,3,0,0,4
Tata Nano Cx BSIV,2012,75000.0,35000.0,2,0,0,3
Mahindra Xylo D4,2017,750000.0,80000.0,3,0,0,4
Tata Nano Lx,2011,60000.0,40000.0,2,0,0,4
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1500000.0,46412.0,3,0,0,4
Mahindra Bolero SLX 2WD BSIII,2011,390000.0,150000.0,3,0,0,1
Mahindra TUV 300 T4,2016,630000.0,50000.0,3,0,0,4
Hyundai i10 Magna 1.2 iTech SE,2012,190000.0,60000.0,2,0,0,3
Maruti Alto 800 LXI,2012,200000.0,90000.0,2,0,0,2
Chevrolet Spark 1.0 LT,2011,165000.0,60000.0,2,0,0,4
Ford Figo Diesel Celebration Edition,2013,260000.0,65000.0,3,0,0,4
Maruti Alto LX,2011,151000.0,40000.0,2,0,0,4
Tata Indica Vista Quadrajet LX,2012,175000.0,80000.0,3,0,0,2
Tata Indica Vista TDI LS,2010,170000.0,107500.0,3,1,0,4
Tata Indica Vista TDI LS,2013,210000.0,135000.0,3,1,0,3
Maruti Alto LXi,2007,90000.0,43826.0,2,1,0,3
Hyundai i20 Active S Petrol,2016,535000.0,55838.0,2,1,0,4
Maruti Swift VDI BSIV,2007,195000.0,112880.0,3,1,0,4
Tata Indica Vista Terra Quadrajet 1.3L,2011,140000.0,90000.0,3,0,0,2
Nissan Sunny XL,2012,350000.0,40000.0,2,0,0,4
Hyundai Verna 1.6 SX VTVT (O),2013,425000.0,66000.0,2,0,0,4
Renault KWID 1.0 RXT Optional,2017,300000.0,30300.0,2,0,0,4
Volkswagen Vento Diesel Style Limited Edition,2013,340000.0,85000.0,3,0,0,3
Maruti Swift Dzire VXi,2009,250000.0,80659.0,2,1,0,4
Chevrolet Aveo 1.4 LS,2008,170000.0,81324.0,2,1,0,4
Honda Amaze S i-Dtech,2013,315000.0,127884.0,3,1,0,4
Chevrolet Beat PS,2015,200000.0,50000.0,2,0,0,4
Chevrolet Beat PS,2016,300000.0,25000.0,2,0,0,4
Honda Amaze S i-Dtech,2015,300000.0,66755.0,3,1,0,4
Honda City E,2013,380000.0,123084.0,2,1,0,4
Honda Amaze S i-Dtech,2013,310000.0,95851.0,3,1,0,4
Maruti Wagon R VXI Minor ABS,2010,260000.0,50000.0,2,0,0,4
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,150000.0,50000.0,2,0,0,3
Maruti Esteem Vxi - BSIII,2006,85000.0,60000.0,2,0,0,3
Maruti Alto 800 LXI,2015,280000.0,15000.0,2,0,0,3
Mahindra Xylo H4 ABS,2016,850000.0,40000.0,3,0,0,4
Datsun GO Plus T Option BSIV,2017,375000.0,20000.0,2,0,0,3
Hyundai Elantra CRDi (Leather Option),2006,125000.0,120000.0,3,0,0,2
Chevrolet Beat Diesel LT,2012,250000.0,110000.0,3,0,0,4
Hyundai i20 1.4 CRDi Era,2011,220000.0,70000.0,3,0,0,4
Tata Indica Vista Aqua 1.3 Quadrajet,2010,110000.0,110000.0,3,0,0,3
Hyundai Verna XXi (Petrol),2007,150000.0,84000.0,2,0,0,3
Nissan Sunny Diesel XV,2012,300000.0,170000.0,3,0,0,4
Datsun RediGO T Option,2017,220000.0,40000.0,2,0,0,4
Maruti Wagon R LX,2006,75000.0,96000.0,2,0,0,3
Tata Indigo LS,2009,100000.0,20000.0,3,0,0,4
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,380000.0,15000.0,2,0,0,4
Hyundai Santro Xing XK (Non-AC),2007,100000.0,50000.0,2,0,0,4
Volkswagen Passat 1.8 TSI MT,2010,480000.0,80000.0,2,0,0,3
Toyota Etios GD,2012,300000.0,124000.0,3,0,0,4
Chevrolet Beat Diesel LS,2013,190000.0,70000.0,3,0,0,4
Ford Figo Diesel LXI,2012,190000.0,130000.0,3,0,0,3
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000.0,19014.0,2,1,0,4
Toyota Corolla Executive (HE),2009,300000.0,23262.0,2,1,0,4
Ford Freestyle Titanium Diesel BSIV,2016,700000.0,29600.0,3,1,0,4
Hyundai i10 Sportz 1.1L,2015,310000.0,35925.0,2,1,0,4
Toyota Etios V,2013,415000.0,40771.0,2,1,0,4
Maruti Celerio VXI AT,2015,395000.0,30500.0,2,1,1,3
Toyota Etios Liva 1.2 G,2014,430000.0,42000.0,2,1,0,3
Toyota Corolla H6,2007,215000.0,55800.0,2,1,0,3
Renault Duster RXL AWD,2014,550000.0,66569.0,3,1,0,4
Volkswagen Polo 1.5 TDI Trendline,2014,415000.0,81358.0,3,1,0,4
Volkswagen Polo 1.5 TDI Comfortline,2015,450000.0,82695.0,3,1,0,4
Ford Figo Diesel EXI,2014,285000.0,68293.0,3,1,0,3
Honda Jazz VX CVT,2016,580000.0,32000.0,2,1,1,4
Maruti Swift Dzire Tour LDI,2014,300000.0,60000.0,3,1,0,4
Maruti 800 Std MPFi,2006,78000.0,64700.0,2,0,0,4
Tata Zest Quadrajet 1.3 75PS XE,2016,400000.0,88470.0,3,0,0,4
Hyundai Verna 1.6 CRDI SX Option,2016,850000.0,75000.0,3,0,0,4
Volkswagen Vento Diesel Highline,2013,450000.0,120000.0,3,0,0,3
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,2500000.0,35000.0,3,0,1,4
Toyota Etios 1.4 VXD,2017,780000.0,70000.0,3,0,0,4
Toyota Fortuner 2.8 2WD AT BSIV,2017,3200000.0,57000.0,3,0,1,4
Mahindra Quanto C6,2013,285000.0,120000.0,3,0,0,3
Volkswagen Vento 1.5 TDI Highline,2015,525000.0,98000.0,3,1,0,4
Maruti Ciaz ZDi,2014,550000.0,90000.0,3,1,0,3
Tata Nano CX SE,2013,75000.0,25000.0,2,0,0,2
Tata Manza Aura Quadrajet,2009,185000.0,60000.0,3,0,0,2
Maruti Omni E 8 Str STD,2007,110000.0,90000.0,2,0,0,1
Volkswagen Polo Diesel Comfortline 1.2L,2010,350000.0,110000.0,3,0,0,3
Maruti Zen Estilo LX BSIII,2007,135000.0,74183.0,2,0,0,3
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,640000.0,70000.0,3,0,0,3
Maruti Alto 800 VXI,2014,160000.0,90000.0,2,0,0,4
Maruti Swift Dzire VDI,2013,340000.0,110000.0,3,0,0,3
Maruti Ritz VDi,2012,110000.0,80000.0,3,0,0,3
Tata Sumo Gold EX,2013,250000.0,90000.0,3,0,0,3
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1300000.0,70000.0,3,0,0,4
Maruti Wagon R LX Minor,2013,240000.0,70000.0,2,0,0,1
Mahindra Bolero DI DX 7 Seater,2007,225000.0,120000.0,3,0,0,3
Maruti Wagon R VXI Optional,2015,275000.0,60000.0,2,0,0,3
Tata Sumo Victa CX 7/9 Str BSII,2012,320000.0,120000.0,3,0,0,3
Maruti Alto LX BSIII,2008,75000.0,120000.0,2,0,0,4
Tata Indica GLS BS IV,2007,85000.0,50000.0,2,0,0,3
Tata Indica Vista Aqua TDI BSIII,2009,90000.0,120000.0,3,0,0,4
Maruti Wagon R LXI Minor,2007,85000.0,80000.0,2,0,0,3
Mahindra Scorpio M2DI,2008,350000.0,80000.0,3,0,0,3
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000.0,100000.0,3,0,1,3
Tata Indica DL,2006,55000.0,100000.0,3,0,0,3
Ford Fiesta 1.6 ZXi Leather,2006,95000.0,83411.0,2,0,0,4
Volkswagen Vento Diesel Highline,2011,300000.0,120000.0,3,0,0,3
Ford Fiesta 1.6 ZXi Leather,2006,81000.0,83411.0,2,0,0,4
Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000.0,80000.0,3,0,1,3
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,450000.0,40000.0,3,0,0,4
Mahindra Scorpio EX,2014,600000.0,13270.0,3,0,0,4
Hyundai Santro Xing XL AT eRLX Euro III,2006,85000.0,100000.0,2,0,1,2
Mahindra Thar DI 4X4 PS,2016,700000.0,50000.0,3,0,0,4
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,486000.0,26500.0,2,0,0,4
Maruti Swift VDI,2013,400000.0,90000.0,3,0,0,4
Ford Fiesta 1.4 Duratec ZXI,2008,120000.0,100000.0,2,0,0,2
Hyundai i20 Asta Option 1.4 CRDi,2016,580000.0,57000.0,3,0,0,4
Maruti Swift Dzire LXI,2015,375000.0,70000.0,2,0,0,4
Maruti Wagon R VXI BS IV with ABS,2015,229999.0,100000.0,2,0,0,2
Maruti Alto LX,2010,110000.0,88000.0,2,0,0,3
Maruti Swift Dzire VDI,2017,600000.0,60000.0,3,0,0,4
Maruti A-Star Vxi,2009,120000.0,76000.0,2,0,0,3
Ford Figo Diesel Titanium,2010,200000.0,100000.0,3,0,0,3
Hyundai Verna 1.6 SX CRDi (O),2012,450000.0,110000.0,3,0,0,3
Hyundai Verna 1.6 SX CRDi (O),2012,550000.0,80000.0,3,0,0,3
Maruti Alto LX,2012,220000.0,80000.0,2,0,0,3
Renault KWID Climber 1.0 AMT,2017,300000.0,20000.0,2,0,1,4
Maruti Swift Dzire VDI,2017,610000.0,40000.0,3,0,0,3
Maruti Wagon R LXI LPG BSIV,2012,220000.0,80000.0,0,0,0,3
Nissan Micra Diesel XV Premium,2011,138000.0,90000.0,3,0,0,3
Nissan Micra Diesel XV Premium,2013,210000.0,13770.0,3,0,0,4
Maruti Alto LXi BSIII,2008,125000.0,102000.0,2,1,0,4
Honda City i DTEC SV,2014,725000.0,110000.0,3,0,0,4
Maruti Alto K10 2010-2014 VXI,2011,170000.0,90000.0,2,0,0,3
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000.0,70000.0,3,0,0,2
Maruti Alto LXi,2007,100000.0,70000.0,2,0,0,3
Honda Civic 1.8 (E) MT,2006,300000.0,80000.0,2,0,0,3
Maruti Swift VDI,2013,450000.0,100000.0,3,0,0,3
Maruti Swift Dzire VDI,2015,530000.0,100000.0,3,0,0,4
Maruti Zen Estilo 1.1 LXI BSIII,2007,100000.0,143000.0,2,0,0,2
Honda City 1.5 V MT,2010,350000.0,115000.0,2,0,0,3
Tata Manza ELAN Quadrajet BS IV,2011,165000.0,100000.0,3,0,0,3
Mahindra Xylo E4 ABS BS IV,2013,350000.0,42000.0,3,0,0,4
Renault KWID RXL,2016,229999.0,38000.0,2,0,0,4
Maruti Swift Dzire ZDI,2014,475000.0,120000.0,3,0,0,3
Nissan Terrano XL 110 PS,2014,425000.0,136906.0,3,0,0,4
Maruti Ciaz VDi Plus,2015,660000.0,97000.0,3,0,0,3
Honda Brio S MT,2013,240000.0,50000.0,2,0,0,2
Toyota Corolla Altis Diesel D4DGL,2011,550000.0,120000.0,3,0,0,4
Tata Indica Vista Aura 1.2 Safire,2010,100000.0,120000.0,2,0,0,3
Mahindra Bolero SLE,2010,350000.0,90000.0,3,0,0,3
Hyundai EON Era Plus,2013,200000.0,120000.0,2,0,0,4
Maruti Ritz VDi,2014,350000.0,133000.0,3,0,0,4
Maruti Wagon R VXI BS IV,2016,400000.0,25000.0,2,0,0,4
Hyundai i20 Active 1.2 S,2017,570000.0,35000.0,2,0,0,4
Maruti Omni MPI STD BSIV,2015,130000.0,70000.0,2,0,0,4
Maruti Alto 800 LXI,2016,210000.0,52000.0,2,0,0,4
Honda Jazz 1.5 E i DTEC,2017,700000.0,39000.0,3,0,0,4
Tata Indica Vista Quadrajet VX,2011,200000.0,28689.0,3,0,0,4
Tata Aria Pure LX 4x2,2014,495000.0,90000.0,3,0,0,3
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000.0,80322.0,3,1,0,4
Maruti 800 AC BSIII,2007,75000.0,90000.0,2,0,0,3
Hyundai Grand i10 1.2 CRDi Magna,2015,350000.0,61658.0,3,1,0,4
Maruti Zen Estilo LX BSIV,2010,90000.0,50000.0,2,0,0,2
Maruti Ertiga SHVS VDI,2016,600000.0,80000.0,3,0,0,4
Mahindra Scorpio SLE BSIII,2010,400000.0,185000.0,3,0,0,4
Maruti Swift VDI BSIV,2014,370000.0,57000.0,3,0,0,3
Maruti Ertiga BSIV VXI AT,2017,800000.0,30600.0,2,0,1,4
Audi A4 35 TDI Premium,2015,350000.0,35000.0,3,0,1,2
Hyundai Xcent 1.1 CRDi SX,2016,430000.0,35000.0,3,0,0,4
Hyundai Verna 1.6 SX VTVT,2017,650000.0,23000.0,2,0,0,4
Maruti Alto 800 LXI,2013,250000.0,87000.0,2,0,0,4
Ford Ecosport 1.0 Ecoboost Titanium,2014,550000.0,72000.0,2,0,0,3
Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000.0,64000.0,3,0,1,3
Maruti Zen Estilo VXI BSIII,2007,140000.0,100000.0,2,0,0,3
Chevrolet Beat LT,2012,155000.0,12000.0,2,0,0,4
Hyundai Accent Executive,2010,120000.0,67000.0,2,0,0,2
Toyota Innova 2.5 E 8 STR,2012,287000.0,70000.0,3,0,0,4
Maruti Baleno Alpha 1.3,2016,675000.0,60000.0,3,0,0,4
Hyundai i10 Magna 1.2 iTech SE,2011,235000.0,74500.0,2,0,0,3
Hyundai i20 1.4 CRDi Asta,2011,300000.0,118700.0,3,0,0,3
Nissan Micra XL CVT,2015,434999.0,40000.0,2,0,1,3
Toyota Corolla AE,2006,160000.0,140000.0,2,0,0,3
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,470000.0,100000.0,3,0,0,3
Maruti Swift Dzire VXi,2011,300000.0,100000.0,2,0,0,3
Tata Indica DLS,2006,50000.0,120000.0,3,0,0,1
Hyundai Verna 1.6 VTVT S,2015,600000.0,35000.0,2,0,0,4
Hyundai i10 Magna LPG,2014,290000.0,29000.0,0,0,0,4
Hyundai Verna 1.6 VTVT S,2015,600000.0,30000.0,2,0,0,4
Tata Manza Aqua Quadrajet BS IV,2012,190000.0,120000.0,3,0,0,4
Hyundai i10 Era 1.1,2008,160000.0,110000.0,2,0,0,2
Maruti Alto K10 VXI,2017,325000.0,15000.0,2,0,0,4
Mahindra Bolero DI,2006,200000.0,73756.0,3,0,0,4
Chevrolet Spark 1.0 LS,2011,125000.0,60000.0,2,0,0,2
Hyundai i10 Magna 1.1,2008,155000.0,60000.0,2,0,0,1
Hyundai i20 Asta 1.4 CRDi,2015,550000.0,90000.0,3,0,0,4
Maruti Wagon R LX BSIII,2009,130000.0,70000.0,2,0,0,1
Toyota Etios Cross 1.4L GD,2015,500000.0,80000.0,3,0,0,3
Mahindra XUV500 W8 2WD,2012,580000.0,70000.0,3,0,0,4
Toyota Etios GD,2012,300000.0,185000.0,3,0,0,4
Ford Figo Diesel Titanium,2014,200000.0,90000.0,3,0,0,3
Tata Hexa XT,2017,1200000.0,16400.0,3,0,0,4
Toyota Etios Cross 1.4L GD,2015,350000.0,80000.0,3,0,0,3
Mahindra XUV500 W8 4WD,2012,600000.0,80000.0,3,0,0,3
Maruti A-Star Lxi,2008,120000.0,40000.0,2,0,0,4
Tata New Safari DICOR 2.2 EX 4x2,2010,180000.0,120000.0,3,0,0,3
Tata Manza Aura Quadrajet BS IV,2012,250999.0,35000.0,3,0,0,3
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,3,1,0,4
Audi A8 L 3.0 TDI quattro,2009,1250000.0,47000.0,3,1,1,3
Chevrolet Beat LT,2013,165000.0,50000.0,2,0,0,4
Hyundai Elantra SX,2015,700000.0,48000.0,2,1,0,4
Mahindra XUV500 W8 4WD,2015,750000.0,53000.0,3,1,0,4
Tata Nano Cx BSIII,2014,45000.0,7000.0,2,0,0,3
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000.0,88000.0,3,1,1,4
Nissan Terrano XL Plus 85 PS,2015,530000.0,55000.0,3,1,0,4
BMW X1 sDrive20d M Sport,2014,1485000.0,48000.0,3,1,1,4
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000.0,71014.0,3,1,0,4
Honda Amaze S Diesel,2015,400000.0,60000.0,3,1,0,4
Mahindra KUV 100 D75 K6 Plus,2017,380000.0,71000.0,3,1,0,4
Honda City i-VTEC CVT VX,2016,750000.0,45000.0,2,1,1,4
Honda Brio VX,2017,390000.0,45000.0,2,1,0,4
Maruti Alto LXi,2009,110000.0,20000.0,2,0,0,4
Renault Scala Diesel RxL,2015,370000.0,60000.0,3,1,0,4
Chevrolet Beat Diesel LT,2013,210000.0,80000.0,3,0,0,3
Skoda Laura Ambiente 1.9 PD,2007,175000.0,181000.0,3,0,0,1
Hyundai Verna 1.6 SX CRDi (O),2012,575000.0,89550.0,3,0,0,3
Mahindra Xylo D4,2010,320000.0,90000.0,3,0,0,2
Maruti Swift Ldi BSIV,2010,280000.0,149500.0,3,0,0,2
Ford Fiesta Diesel Style,2013,380000.0,83000.0,3,1,0,4
Skoda Laura 1.9 TDI MT Ambiente,2010,360000.0,160000.0,3,0,0,4
Nissan Terrano XL Plus 85 PS,2015,451000.0,100000.0,3,0,0,4
Chevrolet Spark 1.0 LS,2010,175000.0,45000.0,2,0,0,3
Chevrolet Spark 1.0 LS,2009,170000.0,44800.0,2,0,0,3
Hyundai Santro Xing XL eRLX Euro III,2006,100000.0,40000.0,2,0,0,3
Maruti Omni MPI STD BSIV,2014,150000.0,120000.0,2,0,0,2
Tata Indica Vista Quadrajet LX,2011,149000.0,10000.0,3,0,0,3
Tata Indica Vista Aqua 1.3 Quadrajet,2011,160000.0,80000.0,3,0,0,3
Mahindra XUV500 W8 4WD,2014,800000.0,156000.0,3,0,0,4
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,819999.0,120000.0,3,0,0,3
Maruti Baleno Vxi,2007,163000.0,100000.0,2,0,0,3
Tata Indica GLS BS IV,2006,75000.0,100000.0,2,0,0,3
Maruti Alto LXi,2012,180000.0,60000.0,2,0,0,3
Ford Figo Aspire 1.5 TDCi Trend,2017,675000.0,30000.0,3,0,0,4
Maruti Swift VDI,2013,400000.0,170000.0,3,0,0,4
Volkswagen Polo Diesel Highline 1.2L,2013,434999.0,100000.0,3,0,0,3
Tata Indigo GLX,2006,100000.0,110000.0,2,0,0,3
Maruti Swift Dzire LDI Optional,2015,419000.0,170000.0,3,0,0,3
Tata Indica GLS BS IV,2009,200000.0,100000.0,2,0,0,4
Renault Scala Diesel RxL,2014,400000.0,35000.0,3,0,0,4
Renault Duster 85PS Diesel RxL Plus,2015,500000.0,90000.0,3,0,0,3
Skoda Rapid 1.6 TDI Elegance,2012,275000.0,120000.0,3,0,0,3
Hyundai i20 1.4 CRDi Sportz,2012,450000.0,120000.0,3,0,0,3
Renault Duster 110PS Diesel RxL,2015,800000.0,15000.0,3,0,0,4
Maruti Wagon R VXI,2014,315000.0,41000.0,2,1,0,4
Mahindra Bolero SLX,2016,585000.0,51000.0,3,1,0,4
Chevrolet Sail 1.2 LT ABS,2014,350000.0,30000.0,2,0,0,4
Honda City i-DTEC SV,2014,495000.0,80000.0,3,1,0,4
Hyundai Grand i10 1.2 Kappa Asta,2017,500000.0,50000.0,2,0,0,4
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000.0,44000.0,2,1,0,4
Maruti Baleno Sigma 1.2,2015,500000.0,10000.0,2,0,0,4
Maruti Wagon R VXI,2016,360000.0,33000.0,2,1,0,4
Maruti Alto LXi BSIII,2010,210000.0,25000.0,2,0,0,4
Maruti Alto K10 LXI,2014,220000.0,66000.0,2,1,0,4
Chevrolet Aveo 1.4 LT BSIV,2009,250000.0,48000.0,2,0,0,4
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,990000.0,146000.0,3,1,0,4
Mahindra Quanto C4,2013,220000.0,100000.0,3,0,0,1
Jaguar XF 3.0 Litre S Premium Luxury,2012,1800000.0,50000.0,3,0,1,3
